flight_no,carrier,date,origin,dest,sched_dep,air_time_min,delay_min
BW195,BW,8/22/2026,JFK,MIA,14:15,161,-5
BW302,BW,2026-08-20,ORD,ATL,18:25,113,51
PR294,PR,2026-08-18,PHL,ATL,13:25,118,17
BW372,BW,2026-08-18, Atl,IAH,17:15,121,-6
AU569,AU,8/22/2026,DFW,SEA,18:50,240,4
PR760,PR,2026-08-20,SEA,LAX,16:40,135,-4
PR104,PR,2026-08-21,BOS,JFK,13:45,55,3
SK707,SK,2026-08-22,LAX,SFO,07:40,64,7
BW529,BW,2026-08-20,DFW, Lax,09:25,190,-7
BW192,BW,2026-08-18,JFK,MIA ,20:20,164,34
SK186,SK,2026-08-22,LAX,JFK,07:25,344,-1
AU267,AU,2026-08-21,ORD,PHL,10:20,123,0
PR404,PR,2026-08-23,atl,LAX,05:50,268,7
BW687,BW,2026-08-19,SEA,LAX,12:30,152,-5
PR491,PR,8/18/2026,ORD,DEN,19:45,139,-5
PR144,PR,2026-08-21,BOS,ORD,12:05,140,9
SK572,SK,2026-08-17,DFW,LAS,18:15,165,7
AU700,AU,2026-08-17,SFO,LAX,11:00,73,5
BW112,BW,2026-08-19,BOS,IAD,18:50,77,94
PR387,PR,2026-08-18,clt,ATL,21:15,61,-6
SK437,SK,2026-08-17,SEA,ORD,11:45,243,4
PR572,PR,2026-08-22,dtw,MSP,20:35,89,4
BW624,BW,2026-08-21,SLC,SEA,15:55,112,6
SK543,SK,2026-08-23,LAX,DFW,19:25,185,31
BW191,BW,8/22/2026,JFK,MIA,14:55,168,5
SK450,SK,2026-08-20,SFO,ORD,07:10,267,6
BW178,BW,2026-08-20,LAX,JFK,17:45,341,51
PR391,PR,2026-08-22,ATL,DEN,07:50,178,4
AU382,AU,2026-08-23,ATL,PHX,15:45,236,5
SK270,SK,2026-08-21,EWR,IAH,07:45,201,4
AU326,AU,2026-08-22,MIA,ATL,14:30,104,121
BW637,BW,2026-08-23,LAX,PHX,10:15,81,7
SK678,SK,8/21/2026,LAX,PHX,19:10,70,47
PR483,PR,2026-08-21,ORD,DEN,13:10,147,8
SK238,SK,2026-08-17,JFK,ORD,09:20,120,62
AU166,AU,2026-08-23,BOS,sfo,10:15,358,-1
PR379,PR,2026-08-22,ATL,CLT,19:05,57,6
BW414,BW,2026-08-20,ORD,SEA,17:50,246,
PR373,PR,2026-08-19,MIA,ATL,11:55,99,8
PR312,PR,8/18/2026,IAD,ATL,08:20,97,-7
PR401,PR,2026-08-18,ATL,LAX,10:05,262,3
BW193,BW,2026-08-20,JFK,MIA,16:45,164,5
PR678,PR,2026-08-18,DEN,PHX,08:00,115,-8
PR634,PR,2026-08-23,DFW,phx,14:25,141,-7
BW580,BW,2026-08-21,DEN,PHX ,20:20,93,0
PR274,PR,2026-08-18,DEN,EWR,21:20,228,23
PR492,PR,8/19/2026,DEN,ORD,13:50,139,4
SK692,SK,8/20/2026,LAS,LAX ,09:35,65,-4
BW443,BW,8/21/2026,LAX,ORD,16:35,249,11
PR301,PR,2026-08-18,PHL,CLT,05:30,84,-3
SK113,SK,2026-08-19,JFK,Boston Logan International,09:05,58,12
PR589,PR,8/20/2026,MSP,DEN,08:05,105,11
BW634,BW,2026-08-20,LAX,PHX,19:05,84,-7
SK217,SK,2026-08-18, Jfk,MIA,05:05,162,15
BW431,BW,2026-08-17,ORD,LAX,12:10,258,0
SK215,SK,8/19/2026,JFK,MIA,14:45,167,2
AU701,AU,2026-08-18,SFO,LAX,20:45,69,51
SK285,SK,2026-08-21,PHL,ATL,11:15,104,33
AU567,AU,2026-08-19,DFW,SEA,08:40,233,7
AU559,AU,8/23/2026,LAX,DFW,13:20,198,55
BW237,BW,2026-08-17,EWR,ORD,05:55,117,7
AU587,AU,2026-08-21,DFW,LAS,21:05,156,10
SK135,SK,2026-08-20,ATL,BOS,17:00,150,-7
AU547,AU,8/22/2026,DEN,DFW,11:05,106,7
AU687,AU,2026-08-21,LAX,LAS,15:55,55,-4
SK111,SK,2026-08-18, Jfk,BOS,14:30,50,12
AU171,AU,2026-08-20,JFK,LAX,19:10,345,42
AU457,AU,2026-08-20,LAX,ORD,20:30,250,6
AU408,AU,8/23/2026,DFW,MIA,17:15,176,14
AU711,AU,2026-08-23,LAX,SEA,20:25,151,31
BW497,BW,2026-08-17,LAX,DTW,06:05,279,8
AU359,AU,2026-08-18,LAX,ATL,20:45,284,-1
BW262,BW,8/22/2026,PHL,ORD,14:10,107,29
AU667,AU,2026-08-19, Sea,SLC,17:05,134,-6
BW329,BW,8/18/2026,MIA,ATL,18:05,107,-4
AU320,AU,2026-08-19,ATL,MIA,13:20,108,33
BW551,BW,8/20/2026,DFW,slc,06:40,152,10
PR690,PR,2026-08-19, Den,LAS,09:40,108,8
SK488,SK,8/18/2026,LAS,ORD,10:05,218,8
PR712,PR,2026-08-23,DEN,SFO,12:35,147,-6
SK170,SK,2026-08-19,BOS,SFO ,14:00,371,0
SK339,SK,2026-08-17,DFW,ATL,17:00,118,10
SK583,SK,8/20/2026,DFW,SLC,16:30,142,71
BW519,BW,8/20/2026,DFW,DEN,15:45,109,43
PR501,PR,2026-08-18,ORD,SEA,17:30,244,-7
AU176,AU,2026-08-20,LAX,JFK,05:00,344,6
PR598,PR,2026-08-17,MSP,SLC,21:05,163,-3
PR382,PR,2026-08-22,ATL,CLT,16:55,59,-7
BW308,BW,2026-08-17,ATL,DFW,18:35,125,0
AU331,AU,2026-08-19,CLT,ATL,09:35,64,-5
PR535,PR,2026-08-20,ORD,DTW,19:40,61,79
SK406,SK,2026-08-17,DFW,clt,11:30,142,-3
BW242,BW,2026-08-20,ORD,EWR,09:40,107,12
PR528,PR,8/22/2026,ORD,MSP,19:10,71,-2
AU257,AU,2026-08-21,DEN,EWR,12:45,228,13
BW364,BW,2026-08-18,ATL,SEA,19:10,292,-8
SK719,SK,2026-08-20,SFO,LAX,21:50,75,7
SK715,SK,2026-08-17,SFO,LAX,08:50,80,-6
PR514,PR,8/18/2026,ORD,LAX,05:25,254,-8
PR437,PR,8/18/2026,ATL,PHX,11:30,219,-4
BW696,BW,2026-08-21,SEA,SFO,16:45,122,14
AU602,AU,2026-08-18,iah,LAX,13:35,207,78
PR684,PR,2026-08-17,DEN,phx,07:05,102,-4
SK144,SK,2026-08-23,ORD,bos,05:00,140,19
BW141,BW,8/18/2026,DTW,BOS,21:35,108,2
PR367,PR,2026-08-18,MIA,ATL,10:50,92,7
AU419,AU,2026-08-22,ORD,DEN,06:35,153,17
SK501,SK,8/17/2026,MSP,DTW,07:50,99,3
AU688,AU,8/20/2026,LAX,LAS,08:50,50,-2
AU110,AU,2026-08-17,JFK,BOS,06:35,51,0
PR327,PR,8/23/2026,ATL,ORD,08:05,92,29
PR356,PR,2026-08-21,DFW,ATL,13:30,113,14
SK568,SK,2026-08-21,PHX,DFW,07:40,144,13
AU666,AU,2026-08-23,SLC,sea,05:40,113,47
BW256,BW,2026-08-19,EWR,IAH,09:30,200,24
SK358,SK,2026-08-23,CLT,ATL,11:05,51,3
PR661,PR,2026-08-23,DEN,IAH ,10:35,133,12
BW430,BW,2026-08-23,SFO, Ord,07:15,256,7
BW341,BW,2026-08-21,ATL,DEN,11:00,188,5
PR774,PR,2026-08-21,SEA,SFO,09:25,115,-5
BW418,BW,2026-08-21,SEA,ORD,16:05,245,7
SK340,SK,2026-08-17,ATL,MIA,08:50,104,13
AU258,AU,2026-08-17,EWR,IAH,06:20,206,11
BW680,BW,2026-08-21,LAX,SEA,05:10,149,-2
BW669,BW,2026-08-17,LAX,SFO,12:35,71,
SK363,SK,2026-08-22,DEN ,ATL,13:25,184,-5
BW658,BW,2026-08-18,LAX,SFO,09:35,71,69
AU572,AU,2026-08-23,SEA,DFW ,09:00,242,5
AU685,AU,2026-08-17,LAS,LAX,13:00,67,7
AU284,AU,2026-08-21,DEN,IAD,09:35,212,-1
BW282,BW,2026-08-22,ATL,PHL,13:40,119,20
AU412,AU,2026-08-17,mia,LAX,14:00,321,5
AU473,AU,8/21/2026,MSP,ORD,09:15,63,-6
BW617,BW,2026-08-21,DEN,SEA,16:40,161,13
PR163,PR,2026-08-21,MSP,BOS,14:05,168,1
BW451,BW,8/18/2026,ORD,MSP,05:15,71,74
BW546,BW,2026-08-18,LAS,DFW,10:20,160,6
SK410,SK,2026-08-20,MIA,DFW,10:10,167,0
BW491,BW,2026-08-21,SLC,ORD,18:25,188,13
SK266,SK,2026-08-19,SFO,EWR ,15:40,349,115
SK400,SK,2026-08-18,ORD,CLT,13:10,104,-7
BW235,BW,2026-08-19,EWR,ORD,06:15,122,12
AU364,AU,2026-08-21,ATL,SEA,10:15,294,-7
BW331,BW,2026-08-18,MIA,ATL,14:35,101,38
BW525,BW,2026-08-18,DEN,DFW,08:35,103,-1
PR558,PR,2026-08-22,DFW,ORD,17:10,135,19
BW299,BW,2026-08-20, Atl,ORD,18:45,109,n/a
PR127,PR,2026-08-18,BOS ,ATL,19:45,140,16
BW590,BW,2026-08-17,LAS,DEN,21:50,107,8
PR621,PR,2026-08-21,DFW,LAX ,20:40,179,12
BW279,BW,8/19/2026,ATL,PHL,05:05,114,-6
PR396,PR,2026-08-17,DEN,ATL,12:55,187,-3
PR135,PR,2026-08-19,BOS,ORD,13:55,135,10
PR218,PR,8/23/2026,MIA,JFK,06:30,159,8
BW117,BW,2026-08-17,IAD,BOS,13:45,76,0
PR721,PR,2026-08-18,SEA,den,14:25,155,-4
SK558,SK,2026-08-19,DFW,PHX,09:00,146,-3
SK740,SK,2026-08-21,SFO,SEA,19:05,114,14
SK439,SK,2026-08-19,ORD,SFO,13:05,259,9
PR215,PR,2026-08-20, Mia,JFK,05:25,175,4
SK223,SK,2026-08-19,MIA,JFK,17:55,173,8
AU689,AU,2026-08-21,LAX,LAS,19:55,62,10
PR673,PR,2026-08-19,DEN,SLC,05:55,77,-3
AU165,AU,2026-08-22,BOS,SFO,11:30,368,6
AU521,AU,2026-08-19,MSP,DEN,20:15,116,7
AU669,AU,8/17/2026,PHX,LAX,14:05,83,-1
PR164,PR,2026-08-19,BOS,DEN ,19:15,250,-3
AU300,AU,2026-08-18,ORD,ATL,18:40,108,1
AU213,AU,2026-08-17,ATL,JFK,07:20,126,3
AU288,AU,2026-08-20, Iad,ATL,19:40,101,22
AU519,AU,2026-08-21,lax,DTW,17:00,281,-7
PR203,PR,2026-08-20,JFK,SFO,14:40,354,10
SK390,SK,8/19/2026,IAH,ATL,08:10,110,13
SK395,SK,8/21/2026,PHX,ATL,08:50,229,25
AU593,AU,2026-08-23,SLC,DFW,18:50,160,13
SK474,SK,8/22/2026,MSP,ORD,20:15,68,3
PR691,PR,2026-08-20,DEN,LAS,14:25,116,8
AU451,AU,8/21/2026,ORD,LAX,12:05,247,0
PR205,PR,2026-08-21,SFO,JFK,08:50,356,11
AU183,AU,2026-08-19,JFK,SFO,09:00,358,8
SK586,SK,2026-08-18,IAH,DEN,17:40,136,6
SK453,SK,2026-08-17,SFO,ORD,09:25,269,-4
BW139,BW,2026-08-19,DTW ,BOS,18:35,120,2
PR716,PR,2026-08-22,SFO,DEN,09:00,149,-3
PR474,PR,2026-08-22,MIA,LAX,07:50,314,-8
AU665,AU,2026-08-20,SLC,SEA,05:55,114,66
PR350,PR,8/21/2026,DFW,ATL,10:50,126,5
AU163,AU,2026-08-17,BOS,SFO,16:55,373,
AU390,AU,2026-08-23,PHX,ATL,14:00,222,13
AU495,AU,2026-08-21,ORD,LAS,17:55,214,-4
SK411,SK,2026-08-20,DFW,MIA,13:55,171,41
SK373,SK,2026-08-23, Lax,ATL,20:15,278,1
PR431,PR,2026-08-19, Iah,ATL,14:35,115,-6
AU724,AU,2026-08-20,SEA,SFO,15:50,120,12
PR527,PR,2026-08-23,ORD,MSP,14:10,79,20
SK306,SK,2026-08-17,DEN,IAD,13:35,209,-2
PR211,PR,8/21/2026,JFK,MIA,18:55,165,94
PR174,PR,8/23/2026,DFW,BOS,08:55,221,1
SK504,SK,2026-08-20,MSP,DTW,17:00,99,75
BW397,BW,2026-08-18,MIA ,LAX,18:20,323,13
BW490,BW,2026-08-20,slc,ORD,06:00,191,32
SK282,SK,2026-08-23,ORD,PHL,07:25,116,21
PR480,PR,2026-08-22,LAX,MIA,09:25,317,-2
AU210,AU,2026-08-21,ATL ,JFK,16:00,134,0
PR402,PR,2026-08-20,ATL,LAX,20:35,263,8
PR339,PR,2026-08-22,ATL,DFW,11:00,132,14
PR219,PR,2026-08-17,MIA,JFK,12:50,165,5
BW492,BW,8/17/2026, Slc,ORD,21:05,188,4
SK683,SK,2026-08-22,PHX,sea,18:45,169,0
AU208,AU,2026-08-23,JFK,ATL,15:55,124,11
PR297,PR,2026-08-17,ATL,PHL,16:25,121,-2
AU361,AU,2026-08-21,LAX,ATL,19:10,270,17
SK535,SK,2026-08-22,DFW,LAX,13:50,165,5
BW280,BW,8/18/2026,ATL,PHL,18:25,104,5
PR607,PR,2026-08-22,DFW,DEN,11:30,117,12
SK320,SK,8/18/2026,ATL,ORD,13:25,107,-2
SK302,SK,2026-08-20,iad, Den,05:25,222,-6
AU546,AU,2026-08-19,Denver International,DFW,21:55,113,-1
SK597,SK,2026-08-19,LAX ,IAH,06:00,201,-4
PR471,PR,2026-08-21,DFW,MIA,15:55,170,60
AU432,AU,2026-08-20,ORD,SEA,18:35,248,13
SK163,SK,2026-08-22,BOS,DFW,12:55,218,-5
BW253,BW,8/19/2026,EWR,IAH,16:05,202,8
BW534,BW,2026-08-17,LAX,DFW,14:45,183,41
SK552,SK,2026-08-19,SEA,DFW,13:30,227,13
AU526,AU,2026-08-21,DEN,MSP,17:30,109,3
SK702,SK,2026-08-22,LAX,LAS,15:40,62,13
BW684,BW,2026-08-19,SEA,LAX,13:10,150,-5
BW594,BW,2026-08-18,DEN,LAX,09:05,127,7
BW227,BW,2026-08-19,ORD,JFK,09:40,121,14
PR719,PR,2026-08-21,DEN,SEA,20:35,155,-1
PR197,PR,2026-08-21,LAX,JFK,12:10,340,5
AU493,AU,2026-08-23,DFW,ORD,19:05,134,-4
SK600,SK,2026-08-22,LAX,IAH,12:55,198,13
BW541,BW,8/18/2026,DFW,LAS,14:35,162,10
BW550,BW,8/19/2026,DFW,SLC,09:50,143,-5
SK637,SK,8/19/2026,DEN,LAX,15:45,144,12
SK157,SK,2026-08-22,BOS,DEN,14:55,252,1
AU509,AU,2026-08-23,SLC ,ORD,15:50,188,-6
AU324,AU,2026-08-22,MIA,ATL,16:55,104,12
BW559,BW,2026-08-19,DEN,IAH,17:55,135,
AU577,AU,2026-08-17,dfw,PHX,16:20,134,-7
BW692,BW,2026-08-23,SFO,SEA,17:05,122,111
PR201,PR,2026-08-19,JFK,SFO,19:35,351,-8
BW278,BW,2026-08-18,phl,ATL,15:15,115,14
SK232,SK,8/23/2026,ATL,JFK,18:10,128,33
SK449,SK,8/19/2026,SFO,ORD,19:10,272,12
SK620,SK,2026-08-19,PHX,DEN,19:05,93,14
SK322,SK,2026-08-19,ATL, Ord,06:40,105,9
PR703,PR,2026-08-23,DEN,LAX,21:55,137,-1
BW535,BW,2026-08-20,DFW,SEA,14:00,240,11
BW391,BW,2026-08-18,DFW,CLT,05:15,133,-1
BW483,BW,2026-08-23,ORD,LAS,08:45,222,28
AU600,AU,2026-08-17,IAH,LAX,18:40,199,-7
PR324,PR,2026-08-17,ATL,ORD,09:35,117,-1
AU422,AU,2026-08-21,ORD,DEN,14:45,147,63
PR330,PR,2026-08-23,ATL,ORD,09:40,101,
AU173,AU,2026-08-18,JFK,LAX,05:45,337,-2
PR365,PR,2026-08-23,ATL,MIA,18:30,99,16
PR669,PR,2026-08-17,LAX, Iah,08:25,195,-4
PR550,PR,2026-08-19,ORD,DFW,12:25,135,14
AU679,AU,2026-08-20,PHX,SEA,09:10,156,43
SK269,SK,8/18/2026,EWR,IAH,16:25,205,42
SK647,SK,2026-08-21,LAX,DEN,16:30,136,58
SK137,SK,2026-08-21,BOS,ORD ,19:10,144,-2
AU117,AU,2026-08-22,JFK,BOS,16:40,49,10
PR555,PR,8/23/2026,DFW,ORD,05:05,132,3
PR755,PR,8/20/2026,LAX,sea,12:35,152,-7
AU172,AU,8/22/2026,JFK,LAX,05:30,338,-2
BW250,BW,2026-08-19,DEN,EWR,08:20,235,8
SK150,SK,8/17/2026,BOS,DTW,20:00,110,10
PR209,PR,8/17/2026,SFO,JFK,18:10,357,10
AU384,AU,2026-08-23,ATL,PHX,09:00,227,13
BW445,BW,2026-08-23,LAX,ORD,19:10,258,2
SK260,SK,2026-08-17,SFO,EWR,05:45,355,9
AU449,AU,2026-08-23,SFO,ORD,15:30,256,11
PR522,PR,2026-08-18,LAX,ORD,08:45,237,28
SK252,SK,2026-08-17,EWR,ord,13:40,111,-6
BW537,BW,2026-08-22,dfw,PHX,07:50,136,15
PR560,PR,2026-08-18,ORD,LAS,06:25,227,16
PR473,PR,2026-08-19,MIA,LAX,19:15,322,-6
AU147,AU,8/23/2026,DTW,BOS,10:45,110,-8
PR355,PR,2026-08-20, Dfw,ATL,09:10,109,-8
AU184,AU,2026-08-18,JFK,SFO,19:25,359,5
AU523,AU,8/17/2026,den,MSP,14:15,117,12
PR681,PR,2026-08-17,DEN,PHX,08:05,103,11
BW503,BW,2026-08-21,MSP,DEN,14:00,125,6
BW137,BW,8/21/2026,BOS,DTW,15:05,108,
SK571,SK,2026-08-18,PHX,DFW,17:40,136,13
PR333,PR,2026-08-22,ORD,ATL,07:25,109,7
AU349,AU,2026-08-18,ATL,LAX,12:30,274,0
PR644,PR,2026-08-22,LAS,DFW,14:50,157,11
BW405,BW,8/22/2026,ORD,DEN,10:10,128,33
SK190,SK,2026-08-21,LAX,JFK,08:50,337,50
BW224,BW,2026-08-23,JFK,ORD ,15:00,117,83
SK108,SK,2026-08-23,bos,JFK,07:35,60,64
SK712,SK,2026-08-21,LAX,SFO,19:10,67,12
PR233,PR,8/17/2026,jfk,ORD,16:35,125,-1
BW502,BW,2026-08-19,MSP,DEN,13:45,110,2
AU636,AU,2026-08-17,LAX,den,21:00,139,54
AU652,AU,2026-08-23,DEN,SEA,12:10,160,3
SK383,SK,2026-08-19,ATL,IAH,12:05,123,-1
AU681,AU,2026-08-23,SEA,PHX,08:50,178,11
BW585,BW,2026-08-17,PHX,DEN,10:35,111,84
BW251,BW,2026-08-23,DEN,EWR,09:00,222,3
PR177,PR,2026-08-21,BOS,SFO,07:45,370,28
PR654,PR,2026-08-17,IAH,DEN,06:15,148,5
SK151,SK,2026-08-18,BOS,DTW,07:15,116,8
AU659,AU,8/19/2026, Sea,DEN,20:20,157,41
PR323,PR,8/21/2026,ATL,IAD,16:40,95,-4
AU714,AU,2026-08-21,SEA,LAX ,20:00,154,6
PR116,PR,2026-08-23,JFK,BOS,19:40,46,47
BW182,BW,2026-08-18,JFK,SFO,19:50,352,-8
AU169,AU,2026-08-17,SFO,BOS,08:05,368,27
PR702,PR,2026-08-19,DEN,LAX,20:40,136,-2
BW565,BW,2026-08-17,IAH,LAX ,15:45,213,-3
AU660,AU,2026-08-22,SEA,DEN,13:30,166,-2
BW416,BW,8/19/2026,ORD,SEA,13:05,250,3
AU514,AU,2026-08-18,DTW,LAX,15:25,272,29
BW429,BW,2026-08-22,SFO,ORD,10:30,255,6
SK298,SK,2026-08-21,PHL,CLT,08:15,92,10
AU211,AU,2026-08-22,ATL,JFK,07:10,114,12
PR392,PR,2026-08-23,ATL,DEN,16:10,187,-3
AU462,AU,2026-08-19,LAX,ORD,05:45,249,7
PR394,PR,2026-08-17,ATL,DEN,10:05,189,-4
AU141,AU,2026-08-19,ORD,BOS,08:35,129,19
PR455,PR,2026-08-17,CLT,DFW,12:15,139,17
SK196,SK,8/18/2026,JFK,SFO,16:00,357,-6
BW454,BW,2026-08-19,MSP,ORD,14:55,61,-4
AU629,AU,8/21/2026,DEN,LAX,16:05,128,8
SK404,SK,2026-08-19,CLT,DFW,20:20,150,14
BW229,BW,2026-08-19, Ord,JFK,13:20,130,33
PR141,PR,2026-08-23,BOS,ORD,20:40,137,-4
PR645,PR,2026-08-22,LAS,DFW,20:20,162,117
AU605,AU,2026-08-18,LAX,IAH,05:30,203,2
AU278,AU,8/19/2026,CLT,PHL,20:55,78,-3
PR212,PR,2026-08-23,JFK,MIA,12:50,156,-2
AU160,AU,2026-08-18,DFW,BOS,05:45,218,9
BW378,BW,2026-08-18,ATL,PHX,12:00,221,-8
SK345,SK,2026-08-18,MIA,ATL,15:00,103,2
AU555,AU,2026-08-18,LAX,DFW,08:20,178,-7
PR744,PR,2026-08-19,lax,SFO ,09:15,73,-4
AU232,AU,2026-08-19,EWR,ORD,21:00,125,89
SK540,SK,2026-08-19,DFW,LAX,14:50,182,28
BW116,BW,2026-08-23,BOS,IAD,11:45,93,-2
AU448,AU,2026-08-18,SFO,ORD,09:25,265,10
SK415,SK,2026-08-19,MIA,LAX,08:45,321,5
PR631,PR,8/18/2026,SEA,DFW,14:00,241,-4
BW394,BW,2026-08-22,MIA ,DFW,21:30,162,2
BW577,BW,2026-08-19,SLC,DEN,05:15,83,3
BW309,BW,2026-08-17,DFW,ATL,16:55,119,-1
AU579,AU,2026-08-20,DFW,PHX,09:25,139,-4
BW587,BW,8/20/2026,DEN,LAS,06:10,119,4
BW475,BW,2026-08-20,DFW,ORD,20:05,138,14
SK430,SK,2026-08-22,DEN,ORD,08:55,138,12
BW489,BW,8/18/2026,ORD,SLC,16:45,190,5
SK303,SK,2026-08-18,DEN,IAD,06:20,211,-5
SK592,SK,2026-08-17,DEN,IAH,16:15,145,35
BW553,BW,2026-08-18,SLC,dfw,17:20,151,-7
PR395,PR,2026-08-20,ATL,DEN,20:45,176,-8
SK744,SK,2026-08-20,SEA,SFO,17:15,112,-2
BW455,BW,2026-08-18,MSP,ORD,19:25,76,10
AU583,AU,2026-08-19,PHX,DFW,16:15,137,2
PR193,PR,2026-08-21,LAX,JFK,18:20,346,42
BW208,BW,2026-08-19,JFK, Atl,11:20,119,10
BW283,BW,2026-08-19,PHL,CLT,07:45,85,0
PR518,PR,2026-08-19,ORD, Lax,20:25,244,12
BW320,BW,2026-08-18,ATL,MIA,20:15,105,14
PR704,PR,2026-08-19,LAX,DEN,10:30,143,14
BW532,BW,2026-08-21,LAX,DFW,16:35,182,13
BW217,BW,2026-08-18,ATL,JFK,21:50,120,10
BW102,BW,2026-08-20,BOS,jfk,16:05,54,5
BW521,BW,2026-08-20,DEN,DFW,10:05,107,45
AU534,AU,8/19/2026,SEA,MSP,07:00,208,-6
BW441,BW,2026-08-23,LAX,ORD ,17:00,243,14
PR511,PR,2026-08-18, Sfo,ORD,18:55,250,22
SK271,SK,2026-08-17,IAH,EWR,06:55,200,-7
AU664,AU,2026-08-17,SLC,SEA,07:55,111,10
AU470,AU,2026-08-22,MSP,ORD,20:50,74,10
BW683,BW,2026-08-22,SEA ,LAX,13:05,144,8
PR525,PR,2026-08-20,ORD,MSP,21:35,68,6
AU246,AU,8/18/2026,SFO,EWR,21:30,348,20
SK291,SK,8/18/2026,ATL,PHL,21:50,110,-8
PR731,PR,8/19/2026,LAX,PHX,08:25,85,-5
BW651,BW,8/23/2026,LAS,LAX,11:45,61,-5
SK687,SK,2026-08-21,SEA,PHX,15:35,165,5
AU148,AU,2026-08-19,DTW,BOS,12:00,103,-3
BW122,BW,2026-08-21,BOS,ATL,06:20,159,n/a
BW142,BW,2026-08-18,BOS,MSP,08:15,171,11
PR451,PR,2026-08-20,ORD,CLT,14:35,113,n/a
PR735,PR,8/19/2026,PHX,SEA,09:05,163,-4
BW198,BW,2026-08-23,mia,jfk,21:25,164,0
SK255,SK,2026-08-23,ORD,EWR,07:20,111,12
BW128,BW,2026-08-20,BOS,ORD,15:05,136,36
AU306,AU,2026-08-17,ORD,ATL,08:55,101,-5
AU581,AU,2026-08-17,PHX,DFW,06:15,139,13
BW438,BW,2026-08-20,ORD,LAX,07:45,254,-1
PR119,PR,2026-08-19,BOS,IAD,21:00,80,-8
BW125,BW,2026-08-22, Bos,ATL,10:30,144,12
PR296,PR,8/22/2026,ATL,PHL,13:10,120,-5
AU261,AU,2026-08-23,IAH,EWR,09:05,204,2
AU327,AU,2026-08-17,ATL,clt,07:15,54,5
PR199,PR,2026-08-17,JFK,SFO,10:50,355,89
SK331,SK,8/19/2026,ORD,ATL,17:55,98,1
BW458,BW,2026-08-17,ORD,DTW,13:45,65,56
BW650,BW,2026-08-22,LAS,LAX,14:45,67,13
SK499,SK,2026-08-17,DTW,MSP,21:25,89,
PR192,PR,2026-08-19,LAX,JFK,21:45,333,3
BW111,BW,2026-08-18,JFK,BOS,16:10,48,10
AU610,AU,2026-08-17,SLC,DEN,14:00,79,-8
SK632,SK,2026-08-19,DEN,LAX,19:50,131,9
SK254,SK,2026-08-22,ORD,EWR ,19:15,116,2
AU554,AU,2026-08-17,LAX,DFW,14:00,184,10
SK466,SK,2026-08-23,ORD,MSP,20:55,71,-1
BW603,BW,2026-08-18,DEN,SFO,09:00,149,9
AU632,AU,2026-08-22,DEN,LAX,11:30,132,-1
AU628,AU,8/18/2026,LAS,DEN,19:40,110,1
SK615,SK,2026-08-23,DEN,PHX,07:05,106,6
AU180,AU,8/20/2026,LAX,jfk,05:45,335,3
AU513,AU,2026-08-18,MSP,DTW,08:50,94,12
SK579,SK,2026-08-17,LAS,DFW,13:10,161,14
AU355,AU,2026-08-22,lax,ATL,11:50,277,122
SK304,SK,2026-08-19,DEN,IAD,05:50,204,13
SK485,SK,2026-08-21,DFW,ORD,05:05,123,-7
AU156,AU,2026-08-18,BOS,DFW,18:25,216,40
PR184,PR,2026-08-19,JFK,LAX,13:55,339,1
BW295,BW,2026-08-17,atl,IAD,19:30,100,6
SK593,SK,2026-08-22,DEN,IAH,09:45,143,10
PR383,PR,2026-08-17,CLT,ATL,11:25,64,22
SK214,SK,8/17/2026,JFK,MIA,07:45,175,-2
BW556,BW,2026-08-19,IAH,DEN,16:50,139,-4
SK156,SK,2026-08-17,BOS,DEN,18:40,248,42
AU262,AU,2026-08-17,IAH,EWR,19:10,201,-4
SK507,SK,2026-08-18,LAX,DTW,06:55,277,8
BW169,BW,2026-08-22,JFK,LAX,05:50,348,21
BW346,BW,2026-08-19,ATL,DEN,12:15,185,14
PR277,PR,2026-08-20,EWR, Iah,14:50,205,2
PR672,PR,2026-08-20,DEN,SLC,19:05,78,-3
BW207,BW,2026-08-18,JFK,ATL,20:00,126,-7
SK200,SK,8/21/2026,JFK,SFO,16:20,353,-1
BW209,BW,2026-08-22,JFK ,ATL,17:20,120,0
BW136,BW,2026-08-19,BOS,DTW,20:45,100,68
BW695,BW,2026-08-19,SEA,SFO,20:20,116,4
BW352,BW,2026-08-21,DEN,ATL,11:50,184,6
SK114,SK,2026-08-21,JFK,BOS,09:10,46,13
BW496,BW,2026-08-19,DTW,LAX,21:30,283,14
PR740,PR,2026-08-20,LAS,LAX,08:35,58,22
SK728,SK,2026-08-18,LAX,SEA,12:05,144,8
PR600,PR,2026-08-17,MSP,SLC,07:10,159,3
AU259,AU,2026-08-17,EWR,IAH,19:50,198,127
BW201,BW,2026-08-19,mia,JFK,16:45,167,7
SK723,SK,8/22/2026,SFO,LAX,08:55,73,17
PR432,PR,2026-08-19,IAH,ATL,09:45,113,18
SK401,SK,2026-08-21,ORD,CLT,08:20,92,8
AU719,AU,2026-08-17,SFO,SEA,21:25,107,1
SK658,SK,2026-08-23,SFO,DEN,15:45,158,3
BW505,BW,8/23/2026,DEN,MSP,08:55,120,3
SK613,SK,8/20/2026,SLC,DEN,21:50,78,-8
SK726,SK,2026-08-17,LAX,SEA,13:35,149,11
SK639,SK,2026-08-21,den,LAX,07:35,130,9
BW104,BW,8/23/2026,BOS,JFK,15:00,59,9
