station_name,snapshot_time,bikes_available,docks_available,capacity
1 Ave & E 68 St,2026-08-17T14:59:00,0,40,40
E 72 St & York Ave,2026-08-17T14:59:00,1,34,35
Lexington Ave & E 63 St,2026-08-17T14:59:00,0,35,35
E 75 St & 3 Ave ,2026-08-17T14:59:00,1,29,30
W 41 St & 8 Ave,2026-08-17T15:59:00,54,1,55
Pershing Square North,2026-08-17T15:59:00,58,2,
E 47 St & Park Ave,2026-08-17T15:59:00,40,0,40
Broadway & W 41 St,2026-08-17T15:59:00,45,0,45
W 33 St and 7 Ave,2026-08-17T15:59:00,50,0,50
6 Ave & W 33 St,2026-08-17T15:59:00,34,1,
E 43 St & Vanderbilt Ave,2026-08-17T15:59:00,38,2,40
W 45 St & 6 Ave,2026-08-17T15:59:00,34,1,35
W 21 St & 6 Ave,2026-08-17T15:59:00,12,33,45
8 Ave & W 31 St,2026-08-17T15:59:00,23,27,50
W 20 St & 11 Ave,2026-08-17T15:59:00,10,20,30
W 26 St & 8 Ave,2026-08-17T15:59:00,0,35,35
W 17 St & 8 Ave,2026-08-17T15:59:00,24,16,
9 Ave & W 22 St,2026-08-17T15:59:00,16,14,30
Broadway & E 14 St,2026-08-17T15:59:00,0,50,50
Lafayette St & E 8 St,2026-08-17T15:59:00,1,44,45
E 17 St & Broadway,2026-08-17T15:59:00,0,40,40
University Pl & E 14 St,2026-08-17T15:59:00,1,34,35
Carmine St & 6 Ave,2026-08-17T15:59:00,1,29,30
Christopher St & Greenwich St,2026-08-17T15:59:00,3,27,30
E 7 St and Avenue A,2026-08-17T15:59:00,3,32,35
west st & chambers st,2026-08-17T15:59:00,45,0,45
South End Ave & Liberty St,2026-08-17T15:59:00,35,0,
Vesey Pl and River Terrace,2026-08-17T15:59:00,40,0,40
Cleveland Pl & Spring St,2026-08-17T15:59:00,35,0,35
Broadway & Battery Pl,2026-08-17T15:59:00,39,1,40
1 Ave & E 68 St,2026-08-17T15:59:00,1,39,40
E 72 St & York Ave,2026-08-17T15:59:00,0,35,35
Lexington Ave & E 63 St,2026-08-17T15:59:00,1,34,35
E 75 St & 3 Ave,2026-08-17T15:59:00,1,29,30
W 41 St & 8 Ave,2026-08-17T16:59:00,41,14,55
Pershing Square North,2026-08-17T16:59:00,44,16,60
E 47 St & Park Ave,2026-08-17T16:59:00,31,9,40
Broadway & W 41 St,2026-08-17T16:59:00,34,11,45
W 33 St & 7 Ave,2026-08-17T16:59:00,42,8,50
6 Ave & W 33 St,2026-08-17T16:59:00,26,9,35
E 43 St & Vanderbilt Ave,2026-08-17T16:59:00,30,10,40
W 45 St & 6 Ave,2026-08-17T16:59:00,27,8,35
W 21 St & 6 Ave,2026-08-17T16:59:00,16,29,45
8 Ave & W 31 St,2026-08-17T16:59:00,26,24,
W 20 St & 11 Ave,2026-08-17T16:59:00,12,18,30
W 26 St & 8 Ave,2026-08-17T16:59:00,5,30,35
W 17 St & 8 Ave,2026-08-17T16:59:00,23,17,
9 Ave & W 22 St,2026-08-17T16:59:00,17,13,30
Broadway & E 14 St ,2026-08-17T16:59:00,14,36,50
Lafayette St & E 8 St,2026-08-17T16:59:00,13,32,45
E 17 St & Broadway,2026-08-17T16:59:00,9,31,40
University Pl & E 14 St,2026-08-17T16:59:00,12,23,35
Carmine St & 6 Ave,2026-08-17T16:59:00,8,22,30
Christopher St & Greenwich St,2026-08-17T16:59:00,10,20,30
E 7 St & Avenue A,2026-08-17T16:59:00,12,23,
West St & Chambers St,2026-08-17T16:59:00,39,6,45
South End Ave & Liberty St,2026-08-17T16:59:00,33,2,35
Vesey Pl & River Terrace,2026-08-17T16:59:00,35,5,40
Cleveland Pl & Spring St,2026-08-17T16:59:00,25,10,35
Broadway & Battery Pl,2026-08-17T16:59:00,37,3,
1 ave & e 68 st,2026-08-17T16:59:00,8,32,40
E 72 St & York Ave,2026-08-17T16:59:00,8,27,35
Lexington Ave & E 63 St,2026-08-17T16:59:00,10,25,35
E 75 St & 3 Ave,2026-08-17T16:59:00,5,25,30
W 41 St & 8 Ave,2026-08-17T17:59:00,24,31,55
Pershing Square North,2026-08-17T17:59:00,25,35,
E 47 St & Park Ave,2026-08-17T17:59:00,20,20,40
Broadway & W 41 St,2026-08-17T17:59:00,17,28,45
W 33 St & 7 Ave,2026-08-17T17:59:00,28,22,50
6 Ave & W 33 St,2026-08-17T17:59:00,15,20,35
E 43 St & Vanderbilt Ave ,2026-08-17T17:59:00,19,21,40
W 45 St & 6 Ave,2026-08-17T17:59:00,18,17,35
W 21 St & 6 Ave,2026-08-17T17:59:00,21,24,45
8 Ave & W 31 St,2026-08-17T17:59:00,26,24,50
W 20 St & 11 Ave,2026-08-17T17:59:00,14,16,30
W 26 St & 8 Ave,2026-08-17T17:59:00,10,25,35
W 17 St & 8 Ave,2026-08-17T17:59:00,23,17,
9 Ave & W 22 St ,2026-08-17T17:59:00,17,13,30
Broadway & E 14 St,2026-08-17T17:59:00,33,17,50
Lafayette St & E 8 St,2026-08-17T17:59:00,28,17,45
E 17 St & Broadway,2026-08-17T17:59:00,23,17,40
University Pl & E 14 St,2026-08-17T17:59:00,27,8,35
Carmine St & 6 Ave,2026-08-17T17:59:00,19,11,30
Christopher St & Greenwich St,2026-08-17T17:59:00,21,9,30
E 7 St and Avenue A,2026-08-17T17:59:00,23,12,35
West St & Chambers St,2026-08-17T17:59:00,28,17,45
South End Ave & Liberty St,2026-08-17T17:59:00,28,7,
Vesey Pl & River Terrace,2026-08-17T17:59:00,27,13,40
Cleveland Pl & Spring St,2026-08-17T17:59:00,13,22,35
Broadway & Battery Pl,2026-08-17T17:59:00,32,8,40
1 Ave & E 68 St,2026-08-17T17:59:00,17,23,40
E 72 St & York Ave ,2026-08-17T17:59:00,16,19,35
Lexington Ave & E 63 St,2026-08-17T17:59:00,22,13,35
E 75 St & 3 Ave ,2026-08-17T17:59:00,12,18,30
W 41 St & 8 Ave,2026-08-17T18:59:00,9,46,55
Pershing Square North,2026-08-17T18:59:00,10,50,60
E 47 St & Park Ave,2026-08-17T18:59:00,11,29,40
Broadway & W 41 St,2026-08-17T18:59:00,6,39,45
w 33 st & 7 ave,2026-08-17T18:59:00,17,33,50
6 Ave & W 33 St,2026-08-17T18:59:00,5,30,35
E 43 St & Vanderbilt Ave,2026-08-17T18:59:00,9,31,40
w 45 st & 6 ave,2026-08-17T18:59:00,10,25,35
W 21 St & 6 Ave,2026-08-17T18:59:00,24,21,
8 Ave & W 31 St,2026-08-17T18:59:00,26,24,50
W 20 St & 11 Ave,2026-08-17T18:59:00,17,13,30
w 26 st & 8 ave,2026-08-17T18:59:00,16,19,35
W 17 St & 8 Ave,2026-08-17T18:59:00,25,15,40
9 Ave & W 22 St,2026-08-17T18:59:00,18,12,30
Broadway & E 14 St,2026-08-17T18:59:00,48,2,50
Lafayette St & E 8 St,2026-08-17T18:59:00,40,5,45
E 17 St & Broadway,2026-08-17T18:59:00,34,6,40
University Pl & E 14 St,2026-08-17T18:59:00,35,0,35
Carmine St & 6 Ave,2026-08-17T18:59:00,27,3,30
Christopher St & Greenwich St,2026-08-17T18:59:00,29,1,30
E 7 St & Avenue A,2026-08-17T18:59:00,32,3,35
West St & Chambers St,2026-08-17T18:59:00,22,23,45
South End Ave & Liberty St,2026-08-17T18:59:00,26,9,35
Vesey Pl & River Terrace,2026-08-17T18:59:00,20,20,40
Cleveland Pl & Spring St,2026-08-17T18:59:00,2,33,35
Broadway & Battery Pl,2026-08-17T18:59:00,31,9,40
1 Ave & E 68 St,2026-08-17T18:59:00,24,16,40
E 72 St & York Ave,2026-08-17T18:59:00,23,12,35
Lexington Ave & E 63 St ,2026-08-17T18:59:00,33,2,35
E 75 St & 3 Ave,2026-08-17T18:59:00,17,13,30
W 41 St & 8 Ave,2026-08-17T19:59:00,0,55,55
Pershing Square North,2026-08-17T19:59:00,0,60,60
E 47 St & Park Ave,2026-08-17T19:59:00,4,36,40
Broadway & W 41 St,2026-08-17T19:59:00,0,45,45
W 33 St & 7 Ave,2026-08-17T19:59:00,10,40,50
6  Ave & W 33 St,2026-08-17T19:59:00,0,35,35
E 43 St & Vanderbilt Ave,2026-08-17T19:59:00,2,38,40
W 45 St & 6 Ave,2026-08-17T19:59:00,6,29,35
W 21 St & 6 Ave,2026-08-17T19:59:00,28,17,45
8  Ave & W 31 St,2026-08-17T19:59:00,27,23,
W 20 St & 11 Ave,2026-08-17T19:59:00,20,10,30
W 26 St & 8 Ave,2026-08-17T19:59:00,19,16,
W 17 St & 8 Ave,2026-08-17T19:59:00,27,13,40
9 Ave & W 22 St,2026-08-17T19:59:00,18,12,
Broadway & E 14 St,2026-08-17T19:59:00,50,0,
Lafayette St & E 8 St,2026-08-17T19:59:00,45,0,45
E 17 St & Broadway,2026-08-17T19:59:00,40,0,40
University Pl & E 14 St,2026-08-17T19:59:00,35,0,35
Carmine St & 6 Ave,2026-08-17T19:59:00,30,0,30
Christopher St & Greenwich St,2026-08-17T19:59:00,30,0,30
e 7 st & avenue a,2026-08-17T19:59:00,35,0,
West St & Chambers St,2026-08-17T19:59:00,16,29,45
South End Ave & Liberty St,2026-08-17T19:59:00,23,12,35
Vesey Pl & River Terrace,2026-08-17T19:59:00,16,24,40
Cleveland Pl & Spring St,2026-08-17T19:59:00,0,35,35
Broadway & Battery Pl,2026-08-17T19:59:00,29,11,40
1 Ave & E 68 St,2026-08-17T19:59:00,30,10,
E 72 St & York Ave,2026-08-17T19:59:00,28,7,35
Lexington Ave & E 63 St,2026-08-17T19:59:00,35,0,
E 75 St & 3 Ave,2026-08-17T19:59:00,21,9,30
W 41 St & 8 Ave,2026-08-17T20:59:00,0,55,55
Pershing Square North,2026-08-17T20:59:00,0,60,60
E 47 St & Park Ave,2026-08-17T20:59:00,3,37,40
Broadway & W 41 St,2026-08-17T20:59:00,0,45,45
W 33 St & 7 Ave,2026-08-17T20:59:00,10,40,50
6 Ave and W 33 St,2026-08-17T20:59:00,0,35,35
E 43 St & Vanderbilt Ave,2026-08-17T20:59:00,2,38,40
W 45 St & 6 Ave,2026-08-17T20:59:00,6,29,
W 21 St & 6 Ave,2026-08-17T20:59:00,29,16,45
8 Ave & W 31 St,2026-08-17T20:59:00,27,23,50
W 20 St & 11 Ave,2026-08-17T20:59:00,21,9,30
W 26 St & 8 Ave,2026-08-17T20:59:00,20,15,35
W 17 St & 8 Ave,2026-08-17T20:59:00,27,13,40
9 Ave & W 22 St,2026-08-17T20:59:00,18,12,30
Broadway & E 14 St,2026-08-17T20:59:00,50,0,50
Lafayette St and E 8 St,2026-08-17T20:59:00,45,0,45
E 17 St & Broadway,2026-08-17T20:59:00,40,0,40
University Pl & E 14 St,2026-08-17T20:59:00,34,1,35
Carmine St & 6 Ave,2026-08-17T20:59:00,30,0,30
christopher st & greenwich st,2026-08-17T20:59:00,30,0,30
E 7 St & Avenue A,2026-08-17T20:59:00,34,1,35
West St & Chambers St,2026-08-17T20:59:00,16,29,45
South End Ave & Liberty St,2026-08-17T20:59:00,23,12,35
Vesey Pl & River Terrace,2026-08-17T20:59:00,16,24,
Cleveland Pl & Spring St ,2026-08-17T20:59:00,0,35,35
Broadway & Battery Pl,2026-08-17T20:59:00,29,11,40
1 Ave & E 68 St,2026-08-17T20:59:00,30,10,40
E 72 St & York Ave,2026-08-17T20:59:00,28,7,35
Lexington Ave & E 63 St,2026-08-17T20:59:00,34,1,35
E 75 St & 3 Ave,2026-08-17T20:59:00,21,9,30
W 41 St & 8 Ave,2026-08-17T21:59:00,0,55,55
pershing square north,2026-08-17T21:59:00,0,60,60
E 47 St & Park Ave,2026-08-17T21:59:00,3,37,40
Broadway & W 41 St,2026-08-17T21:59:00,0,45,45
W 33 St & 7 Ave,2026-08-17T21:59:00,11,39,50
6 Ave & W 33 St,2026-08-17T21:59:00,0,35,35
E 43 St & Vanderbilt Ave,2026-08-17T21:59:00,3,37,40
W 45 St & 6 Ave,2026-08-17T21:59:00,6,29,35
W 21 St & 6 Ave,2026-08-17T21:59:00,28,17,45
8 ave & w 31 st,2026-08-17T21:59:00,27,23,50
W 20 St & 11 Ave,2026-08-17T21:59:00,21,9,30
W 26 St & 8 Ave,2026-08-17T21:59:00,20,15,35
W 17 St & 8 Ave,2026-08-17T21:59:00,26,14,40
9 Ave & W 22 St,2026-08-17T21:59:00,18,12,30
Broadway & E 14 St,2026-08-17T21:59:00,50,0,50
Lafayette St & E 8 St,2026-08-17T21:59:00,45,0,45
E 17 St and Broadway,2026-08-17T21:59:00,40,0,40
University Pl & E 14 St,2026-08-17T21:59:00,34,1,35
Carmine St & 6 Ave,2026-08-17T21:59:00,30,0,30
Christopher St & Greenwich St,2026-08-17T21:59:00,30,0,30
E 7 St & Avenue A,2026-08-17T21:59:00,33,2,35
West St and Chambers St,2026-08-17T21:59:00,16,29,45
South End Ave & Liberty St,2026-08-17T21:59:00,23,12,35
Vesey Pl & River Terrace,2026-08-17T21:59:00,16,24,40
Cleveland Pl & Spring St,2026-08-17T21:59:00,0,35,35
Broadway & Battery Pl,2026-08-17T21:59:00,27,13,40
1 Ave & E 68 St,2026-08-17T21:59:00,30,10,40
E 72 St & York Ave,2026-08-17T21:59:00,28,7,35
Lexington Ave & E 63 St,2026-08-17T21:59:00,35,0,35
E 75 St & 3 Ave,2026-08-17T21:59:00,21,9,30
W 41 St & 8 Ave,2026-08-17T22:59:00,0,55,55
Pershing Square North,2026-08-17T22:59:00,0,60,60
E 47 St & Park Ave,2026-08-17T22:59:00,3,37,40
Broadway & W 41 St,2026-08-17T22:59:00,0,45,45
W 33 St & 7 Ave,2026-08-17T22:59:00,10,40,50
6 Ave & W 33 St,2026-08-17T22:59:00,0,35,35
E 43 St & Vanderbilt Ave,2026-08-17T22:59:00,4,36,40
W 45 St & 6 Ave,2026-08-17T22:59:00,7,28,35
W 21 St & 6 Ave,2026-08-17T22:59:00,28,17,45
8 Ave & W 31 St,2026-08-17T22:59:00,27,23,50
W 20 St & 11 Ave,2026-08-17T22:59:00,21,9,30
W 26 St & 8 Ave,2026-08-17T22:59:00,19,16,35
W 17 St & 8 Ave,2026-08-17T22:59:00,27,13,40
9 ave & w 22 st,2026-08-17T22:59:00,18,12,30
Broadway & E 14 St,2026-08-17T22:59:00,50,0,50
Lafayette St & E 8 St,2026-08-17T22:59:00,45,0,45
E 17 St & Broadway,2026-08-17T22:59:00,40,0,40
University Pl & E 14 St,2026-08-17T22:59:00,35,0,35
Carmine St & 6 Ave,2026-08-17T22:59:00,29,1,30
Christopher St & Greenwich St,2026-08-17T22:59:00,30,0,
E 7 St & Avenue A,2026-08-17T22:59:00,33,2,
West St & Chambers St,2026-08-17T22:59:00,16,29,45
South End Ave & Liberty St,2026-08-17T22:59:00,24,11,
Vesey Pl & River Terrace,2026-08-17T22:59:00,15,25,40
Cleveland Pl & Spring St,2026-08-17T22:59:00,1,34,35
Broadway & Battery Pl,2026-08-17T22:59:00,26,14,40
1 Ave & E 68 St,2026-08-17T22:59:00,30,10,40
E 72 St & York Ave,2026-08-17T22:59:00,29,6,35
Lexington Ave & E 63 St,2026-08-17T22:59:00,34,1,35
e 75 st & 3 ave,2026-08-17T22:59:00,22,8,30
W 41 St & 8 Ave ,2026-08-17T23:59:00,0,55,
Pershing Square North,2026-08-17T23:59:00,0,60,60
E 47 St & Park Ave,2026-08-17T23:59:00,4,36,40
Broadway & W 41 St ,2026-08-17T23:59:00,1,44,
W 33 St & 7 Ave,2026-08-17T23:59:00,11,39,50
6 Ave & W 33 St,2026-08-17T23:59:00,0,35,35
E 43 St & Vanderbilt Ave,2026-08-17T23:59:00,5,35,40
W 45 St & 6 Ave ,2026-08-17T23:59:00,8,27,35
W 21 St & 6 Ave,2026-08-17T23:59:00,28,17,45
8 Ave & W 31 St,2026-08-17T23:59:00,26,24,50
W 20 St & 11 Ave,2026-08-17T23:59:00,21,9,30
W 26 St & 8 Ave,2026-08-17T23:59:00,19,16,35
W 17 St & 8 Ave,2026-08-17T23:59:00,26,14,
9 Ave & W 22 St,2026-08-17T23:59:00,18,12,30
Broadway & E 14 St,2026-08-17T23:59:00,50,0,50
Lafayette St & E 8 St,2026-08-17T23:59:00,44,1,45
E 17 St & Broadway,2026-08-17T23:59:00,40,0,40
University Pl & E 14 St,2026-08-17T23:59:00,35,0,35
Carmine St & 6 Ave,2026-08-17T23:59:00,29,1,30
Christopher St & Greenwich St,2026-08-17T23:59:00,30,0,30
E 7 St and Avenue A,2026-08-17T23:59:00,33,2,35
West St & Chambers St,2026-08-17T23:59:00,16,29,
South End Ave & Liberty St,2026-08-17T23:59:00,24,11,35
Vesey Pl & River Terrace,2026-08-17T23:59:00,15,25,40
Cleveland Pl & Spring St,2026-08-17T23:59:00,0,35,
Broadway & Battery Pl,2026-08-17T23:59:00,27,13,40
1 Ave & E 68 St,2026-08-17T23:59:00,31,9,40
E 72 St & York Ave,2026-08-17T23:59:00,28,7,
Lexington Ave & E 63 St,2026-08-17T23:59:00,34,1,35
E 75 St & 3 Ave,2026-08-17T23:59:00,22,8,30
W 41 St & 8 Ave,2026-08-18T00:59:00,1,54,55
Pershing Square North,2026-08-18T00:59:00,0,60,60
E 47 St & Park Ave,2026-08-18T00:59:00,4,36,40
Broadway & W 41 St,2026-08-18T00:59:00,0,45,
W 33 St & 7 Ave,2026-08-18T00:59:00,11,39,50
6 Ave & W 33 St,2026-08-18T00:59:00,1,34,35
E 43 St & Vanderbilt Ave,2026-08-18T00:59:00,4,36,40
W 45 St & 6 Ave,2026-08-18T00:59:00,7,28,35
W 21 St & 6 Ave,2026-08-18T00:59:00,27,18,45
8 Ave & W 31 St,2026-08-18T00:59:00,26,24,50
W 20 St & 11 Ave,2026-08-18T00:59:00,22,8,30
W 26 St & 8 Ave,2026-08-18T00:59:00,20,15,35
W 17 St & 8 Ave,2026-08-18T00:59:00,27,13,40
9 ave & w 22 st,2026-08-18T00:59:00,17,13,30
broadway & e 14 st,2026-08-18T00:59:00,50,0,50
Lafayette St & E 8 St,2026-08-18T00:59:00,43,2,45
E 17 St & Broadway,2026-08-18T00:59:00,40,0,40
University Pl & E 14 St,2026-08-18T00:59:00,34,1,35
Carmine St & 6 Ave,2026-08-18T00:59:00,29,1,30
Christopher St & Greenwich St,2026-08-18T00:59:00,30,0,30
E 7 St & Avenue A,2026-08-18T00:59:00,31,4,35
West St & Chambers St,2026-08-18T00:59:00,16,29,45
South End Ave & Liberty St,2026-08-18T00:59:00,25,10,35
Vesey Pl & River Terrace,2026-08-18T00:59:00,15,25,40
Cleveland Pl & Spring St,2026-08-18T00:59:00,0,35,35
Broadway & Battery Pl,2026-08-18T00:59:00,27,13,40
1 Ave & E 68 St,2026-08-18T00:59:00,30,10,40
E 72 St & York Ave,2026-08-18T00:59:00,28,7,35
Lexington Ave & E 63 St,2026-08-18T00:59:00,35,0,35
E 75 St & 3 Ave,2026-08-18T00:59:00,23,7,30
W 41 St & 8 Ave,2026-08-18T01:59:00,0,55,55
Pershing Square North,2026-08-18T01:59:00,0,60,60
E 47 St & Park Ave,2026-08-18T01:59:00,4,36,40
Broadway & W 41 St,2026-08-18T01:59:00,0,45,45
W 33 St & 7 Ave,2026-08-18T01:59:00,10,40,50
6 Ave & W 33 St,2026-08-18T01:59:00,1,34,35
E 43 St & Vanderbilt Ave,2026-08-18T01:59:00,3,37,40
W 45 St & 6 Ave,2026-08-18T01:59:00,6,29,35
W 21 St & 6 Ave,2026-08-18T01:59:00,27,18,45
8 Ave & W 31 St,2026-08-18T01:59:00,26,24,50
W 20 St & 11 Ave,2026-08-18T01:59:00,21,9,30
W 26 St & 8 Ave,2026-08-18T01:59:00,21,14,35
W 17 St & 8 Ave,2026-08-18T01:59:00,26,14,40
9 Ave & W 22 St,2026-08-18T01:59:00,17,13,30
Broadway & E 14 St,2026-08-18T01:59:00,50,0,50
Lafayette St & E 8 St,2026-08-18T01:59:00,43,2,45
E 17 St & Broadway,2026-08-18T01:59:00,40,0,40
University Pl & E 14 St,2026-08-18T01:59:00,34,1,35
Carmine St & 6 Ave,2026-08-18T01:59:00,28,2,30
Christopher St & Greenwich St,2026-08-18T01:59:00,30,0,30
E 7 St & Avenue A,2026-08-18T01:59:00,31,4,
West St & Chambers St,2026-08-18T01:59:00,17,28,45
South End Ave & Liberty St,2026-08-18T01:59:00,25,10,35
Vesey Pl & River Terrace,2026-08-18T01:59:00,15,25,40
Cleveland Pl & Spring St,2026-08-18T01:59:00,0,35,35
Broadway & Battery Pl,2026-08-18T01:59:00,27,13,40
1 Ave & E 68 St,2026-08-18T01:59:00,30,10,40
E 72 St & York Ave,2026-08-18T01:59:00,30,5,35
Lexington Ave & E 63 St,2026-08-18T01:59:00,34,1,35
E 75 St & 3 Ave,2026-08-18T01:59:00,22,8,30
W 41 St & 8 Ave,2026-08-18T02:59:00,1,54,55
Pershing Square North,2026-08-18T02:59:00,0,60,
E 47 St & Park Ave,2026-08-18T02:59:00,4,36,40
Broadway & W 41 St,2026-08-18T02:59:00,0,45,45
W 33 St & 7 Ave ,2026-08-18T02:59:00,9,41,50
6 Ave & W 33 St,2026-08-18T02:59:00,1,34,35
E 43 St & Vanderbilt Ave,2026-08-18T02:59:00,4,36,40
W 45 St & 6 Ave,2026-08-18T02:59:00,6,29,35
W 21 St & 6 Ave,2026-08-18T02:59:00,27,18,45
8 ave & w 31 st,2026-08-18T02:59:00,25,25,
W 20 St & 11 Ave,2026-08-18T02:59:00,21,9,
W 26 St & 8 Ave,2026-08-18T02:59:00,21,14,35
W 17 St & 8 Ave,2026-08-18T02:59:00,27,13,40
9 Ave & W 22 St,2026-08-18T02:59:00,17,13,30
Broadway and E 14 St,2026-08-18T02:59:00,49,1,50
Lafayette St & E 8 St,2026-08-18T02:59:00,43,2,
E 17 St & Broadway,2026-08-18T02:59:00,40,0,40
University Pl & E 14 St,2026-08-18T02:59:00,35,0,35
carmine st & 6 ave,2026-08-18T02:59:00,26,4,30
Christopher St & Greenwich St,2026-08-18T02:59:00,30,0,30
E 7 St & Avenue A,2026-08-18T02:59:00,31,4,35
West St & Chambers St,2026-08-18T02:59:00,17,28,45
South End Ave & Liberty St,2026-08-18T02:59:00,25,10,35
Vesey Pl & River Terrace,2026-08-18T02:59:00,15,25,40
cleveland pl & spring st,2026-08-18T02:59:00,0,35,35
Broadway & Battery Pl,2026-08-18T02:59:00,27,13,40
1 Ave & E 68 St,2026-08-18T02:59:00,30,10,40
E 72 St & York Ave,2026-08-18T02:59:00,30,5,35
Lexington Ave & E 63 St,2026-08-18T02:59:00,35,0,35
E 75 St & 3 Ave,2026-08-18T02:59:00,22,8,30
W 41 St & 8 Ave,2026-08-18T03:59:00,22,33,55
Pershing Square North,2026-08-18T03:59:00,29,31,60
E 47 St and Park Ave,2026-08-18T03:59:00,18,22,40
Broadway & W 41 St,2026-08-18T03:59:00,20,25,45
W 33 St & 7 Ave,2026-08-18T03:59:00,26,24,50
6 Ave & W 33 St,2026-08-18T03:59:00,21,14,35
E 43 St & Vanderbilt Ave,2026-08-18T03:59:00,22,18,40
W 45 St & 6 Ave,2026-08-18T03:59:00,15,20,35
W 21 St & 6 Ave,2026-08-18T03:59:00,23,22,45
8 Ave & W 31 St,2026-08-18T03:59:00,21,29,50
W 20 St & 11 Ave ,2026-08-18T03:59:00,14,16,30
W 26 St & 8 Ave,2026-08-18T03:59:00,16,19,35
W 17 St & 8 Ave,2026-08-18T03:59:00,16,24,40
9 Ave & W 22 St,2026-08-18T03:59:00,17,13,30
Broadway & E 14 St,2026-08-18T03:59:00,25,25,50
Lafayette St & E 8 St,2026-08-18T03:59:00,22,23,45
E 17 St & Broadway,2026-08-18T03:59:00,22,18,40
University Pl & E 14 St,2026-08-18T03:59:00,20,15,35
Carmine St & 6 Ave,2026-08-18T03:59:00,13,17,30
Christopher St & Greenwich St,2026-08-18T03:59:00,16,14,30
E 7 St & Avenue A,2026-08-18T03:59:00,16,19,
West St & Chambers St,2026-08-18T03:59:00,21,24,45
South End Ave & Liberty St,2026-08-18T03:59:00,18,17,35
Vesey Pl & River Terrace,2026-08-18T03:59:00,20,20,40
Cleveland Pl & Spring St,2026-08-18T03:59:00,19,16,35
Broadway & Battery Pl,2026-08-18T03:59:00,19,21,40
1 Ave & E 68 St,2026-08-18T03:59:00,23,17,40
E 72 St & York Ave,2026-08-18T03:59:00,20,15,35
Lexington Ave & E 63 St,2026-08-18T03:59:00,18,17,35
E 75 St & 3 Ave,2026-08-18T03:59:00,16,14,
W 41 St & 8 Ave,2026-08-18T04:59:00,22,33,55
Pershing Square North,2026-08-18T04:59:00,30,30,60
E 47 St & Park Ave,2026-08-18T04:59:00,19,21,40
Broadway & W 41 St,2026-08-18T04:59:00,21,24,45
W 33 St & 7 Ave,2026-08-18T04:59:00,27,23,50
6 Ave & W 33 St,2026-08-18T04:59:00,21,14,35
E 43 St & Vanderbilt Ave,2026-08-18T04:59:00,23,17,40
W 45 St & 6 Ave,2026-08-18T04:59:00,15,20,35
W 21 St & 6 Ave,2026-08-18T04:59:00,23,22,45
8 Ave & W 31 St,2026-08-18T04:59:00,22,28,50
W 20 St & 11 Ave,2026-08-18T04:59:00,14,16,30
W 26 St & 8 Ave,2026-08-18T04:59:00,16,19,35
W 17 St & 8 Ave,2026-08-18T04:59:00,16,24,40
9 Ave & W 22 St,2026-08-18T04:59:00,17,13,30
broadway & e 14 st,2026-08-18T04:59:00,25,25,50
Lafayette St & E 8 St,2026-08-18T04:59:00,23,22,45
E 17 St & Broadway,2026-08-18T04:59:00,21,19,40
University Pl & E 14 St,2026-08-18T04:59:00,21,14,35
Carmine St & 6 Ave,2026-08-18T04:59:00,13,17,
Christopher St & Greenwich St,2026-08-18T04:59:00,17,13,30
E 7 St & Avenue A,2026-08-18T04:59:00,15,20,35
West St & Chambers St,2026-08-18T04:59:00,21,24,45
south end ave & liberty st,2026-08-18T04:59:00,17,18,35
Vesey Pl & River Terrace,2026-08-18T04:59:00,20,20,40
Cleveland Pl & Spring St,2026-08-18T04:59:00,18,17,35
Broadway & Battery Pl,2026-08-18T04:59:00,19,21,40
1 Ave & E 68 St,2026-08-18T04:59:00,23,17,40
E 72 St & York Ave,2026-08-18T04:59:00,19,16,35
Lexington Ave & E 63 St,2026-08-18T04:59:00,19,16,35
E  75 St & 3 Ave,2026-08-18T04:59:00,17,13,30
W 41 St & 8 Ave,2026-08-18T05:59:00,21,34,55
Pershing Square North,2026-08-18T05:59:00,30,30,60
E 47 St & Park Ave,2026-08-18T05:59:00,21,19,40
Broadway & W 41 St,2026-08-18T05:59:00,21,24,
W 33 St & 7 Ave,2026-08-18T05:59:00,29,21,
6 Ave & W 33 St,2026-08-18T05:59:00,20,15,35
E 43 St & Vanderbilt Ave,2026-08-18T05:59:00,23,17,40
W 45 St & 6 Ave,2026-08-18T05:59:00,15,20,35
W 21 St & 6 Ave ,2026-08-18T05:59:00,24,21,45
8 Ave & W 31 St,2026-08-18T05:59:00,23,27,50
W 20 St & 11 Ave,2026-08-18T05:59:00,14,16,30
W 26 St & 8 Ave,2026-08-18T05:59:00,16,19,35
w 17 st & 8 ave,2026-08-18T05:59:00,17,23,40
9 Ave & W 22 St,2026-08-18T05:59:00,17,13,30
Broadway & E 14 St ,2026-08-18T05:59:00,24,26,50
Lafayette St & E 8 St,2026-08-18T05:59:00,24,21,
E 17 St & Broadway,2026-08-18T05:59:00,21,19,40
University Pl & E 14 St,2026-08-18T05:59:00,22,13,35
Carmine St & 6 Ave,2026-08-18T05:59:00,12,18,30
Christopher St & Greenwich St,2026-08-18T05:59:00,17,13,30
e 7 st & avenue a,2026-08-18T05:59:00,16,19,35
West St & Chambers St,2026-08-18T05:59:00,22,23,45
South End Ave & Liberty St ,2026-08-18T05:59:00,17,18,35
